,NUMBER,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA_EVOLUTION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL,bulk,power
956,815,1,8151,Cinderace,Fire,,White,Blaze,,Libero,8,0,0,1.4,33.0,80,116,75,65,75,119,530,169,116
957,816,1,8161,Sobble,Water,,Blue,Torrent,,Sniper,8,0,0,0.3,4.0,50,40,40,70,40,70,310,88,70
958,817,1,8171,Drizzile,Water,,Blue,Torrent,,Sniper,8,0,0,0.7,11.5,65,60,60,95,55,90,425,121,95
959,818,1,8181,Inteleon,Water,,Blue,Torrent,,Sniper,8,0,0,1.9,45.2,70,85,75,125,65,120,540,142,125
960,819,1,8191,Skwovet,Normal,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.3,2.5,70,55,40,35,35,25,260,91,55
961,820,1,8201,Greedent,Normal,,Brown,Cheek Pouch,,Gluttony,8,0,0,0.6,6.0,120,95,55,55,75,20,420,162,95
962,821,1,8211,Rookidee,Flying,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.2,1.8,38,47,65,33,35,57,275,74,47
963,822,1,8221,Convisquire,Flying,,Blue,Keen Eye,Unnerve,Big Pecks,8,0,0,0.8,16.0,68,67,55,43,55,77,365,124,67
964,823,1,8231,Conviknight,Flying,Steel,Purple,Keen Eye,Unnerve,Mirror Armor,8,0,0,2.2,75.0,98,87,105,53,85,67,495,206,87
965,824,1,8241,Blipbug,Bug,,Blue,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,8.0,25,20,20,25,45,45,180,48,25
966,825,1,8251,Dottler,Bug,Psychic,Yellow,Swarm,Compound Eyes,Telepathy,8,0,0,0.4,19.5,50,35,80,50,90,30,335,148,50
967,826,1,8261,Orbeetle,Bug,Psychic,Red,Swarm,Frisk,Telepathy,8,0,0,0.4,40.8,60,45,110,80,120,90,505,207,80
968,827,1,8271,Nickit,Dark,,Brown,Run Away,Unburden,Stekeout,8,0,0,0.6,8.9,40,28,28,47,52,50,245,65,47
969,828,1,8281,Thievul,Dark,,Brown,Run Away,Unburden,Stekeout,8,0,0,1.2,19.9,70,58,58,87,92,90,455,130,87
970,829,1,8291,Gossifleur,Grass,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.4,2.2,40,40,60,40,60,10,250,110,40
971,830,1,8301,Eldegoss,Grass,,Green,Cotton Down,Regenerator,Effect Spore,8,0,0,0.5,2.5,60,50,90,80,120,60,460,174,80
972,831,1,8311,Wooloo,Normal,,White,Fluffy,Run Away,Bulletproof,8,0,0,0.6,6.0,42,40,55,40,45,48,270,90,40
973,832,1,8321,Dubwool,Normal,,White,Fluffy,Steadfast,Bulletproof,8,0,0,1.3,43.0,72,80,100,60,90,88,490,187,80
974,833,1,8331,Chewtle,Water,,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,0.3,8.5,50,64,50,38,38,44,284,85,64
975,834,1,8341,Drednaw,Water,Rock,Green,Strong Jaw,Shell Armor,Swift Swim,8,0,0,1.0,115.5,90,115,90,48,68,74,485,165,115
976,835,1,8351,Yamper,Electric,,Yellow,Bell Fetch,,Rattled,8,0,0,0.3,13.5,59,45,50,40,50,26,270,109,45
977,836,1,8361,Boltund,Electric,,Yellow,Strong Jaw,,Competitive,8,0,0,1.0,34.0,69,90,60,90,60,121,490,133,90
978,837,1,8371,Rolycoly,Rock,,Black,Steam Engine,Heatproof,Flash Fire,8,0,0,0.3,12.0,30,40,50,40,50,30,240,89,40
979,838,1,8381,Carkol,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,1.1,78.0,80,60,90,60,70,50,410,160,60
980,839,1,8391,Coalossal,Rock,Fire,Black,Steam Engine,Flame Body,Flash Fire,8,0,0,2.8,310.5,110,80,120,80,90,30,510,228,80
981,840,1,8401,Applin,Grass,Dragon,Green,Ripen,Gluttony,Bulletproof,8,0,0,0.2,0.5,40,40,80,40,40,20,260,82,40
982,841,1,8411,Flapple,Grass,Dragon,Green,Ripen,Gluttony,Hustle,8,0,0,0.3,1.0,70,110,80,95,60,70,485,134,110
983,842,1,8421,Appletun,Grass,Dragon,Green,Ripen,Gluttony,Thick Fat,8,0,0,0.4,13.0,110,85,80,100,80,30,485,207,100
984,843,1,8431,Silicobra,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,2.2,7.6,52,57,75,35,50,46,315,104,57
985,844,1,8441,Sandaconda,Ground,,Green,Sand Spit,Shed Skin,Sand Veil,8,0,0,3.8,65.5,72,107,125,65,70,71,510,153,107
986,845,1,8451,Cramorant,Flying,Water,Blue,Gulp Missile,,,8,0,0,0.8,18.0,70,85,55,85,95,85,475,125,85
987,846,1,8461,Arrokuda,Water,,Brown,Swift Swim,,Propeller Tail,8,0,0,0.5,1.0,41,63,40,40,30,66,280,68,63
988,847,1,8471,Barraskewda,Water,,Brown,Swift Swim,,Propeller Tail,8,0,0,1.3,30.0,61,123,60,60,50,136,490,110,123
989,848,1,8481,Toxel,Electric,Poison,Purple,Rattled,Static,Klutz,8,0,0,0.4,11.0,40,38,35,54,35,40,242,75,54
990,849,1,8491,Toxtricity,Electric,Poison,Purple,Punk Rock,Plus,Technician,8,0,0,1.6,40.0,75,98,70,114,70,75,502,155,114
991,849,2,8492,Toxtricity,Electric,Poison,Purple,Punk Rock,Minus,Technician,8,0,0,1.6,40.0,75,98,70,114,70,75,502,155,114
992,850,1,8501,Sizzlipede,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8,0,0,0.7,1.0,50,65,45,50,50,45,305,95,65
993,851,1,8511,Centiskorch,Fire,Bug,Red,Flash Fire,White Smoke,Flame Body,8,0,0,3.0,120.0,100,115,65,90,90,65,525,167,115
994,852,1,8521,Clobbopus,Fighting,,Brown,Limber,,Technician,8,0,0,0.6,4.0,50,68,60,50,50,32,310,103,68
995,853,1,8531,Grapploct,Fighting,,Blue,Limber,,Technician,8,0,0,1.6,39.0,80,118,90,70,80,42,480,178,118
996,854,1,8541,Sinistea,Ghost,,Purple,Weak Armor,,Cursed Body,8,0,0,0.1,0.2,40,45,45,74,54,50,308,89,74
997,855,1,8551,Polteageist,Ghost,,Purple,Weak Armor,,Cursed Body,8,0,0,0.2,0.4,60,65,65,134,114,70,508,134,134
998,856,1,8561,Hatenna,Psychic,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.4,3.4,42,30,60,56,53,39,280,102,56
999,857,1,8571,Hattrem,Psychic,,Pink,Healer,Anticipation,Magic Bounce,8,0,0,0.6,4.8,57,40,90,86,73,49,395,144,86
1000,858,1,8581,Hatterene,Psychic,Fairy,Pink,Healer,Anticipation,Magic Bounce,8,0,0,2.1,5.1,57,90,45,136,103,29,460,100,136
1001,859,1,8591,Impidimp,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.4,5.5,45,45,65,55,40,50,300,85,55
1002,860,1,8601,Morgrem,Dark,Fairy,Pink,Prankster,Frisk,Pickpocket,8,0,0,0.8,12.5,65,60,45,75,55,70,370,105,75
1003,861,1,8611,Grimmsnarl,Dark,Fairy,Purple,Prankster,Frisk,Pickpocket,8,0,0,1.5,61.0,95,120,65,95,75,60,510,163,120
1004,862,1,8621,Obstagoon,Dark,Normal,Grey,Reckless,Guts,Defiant,8,0,0,1.6,46.0,93,90,101,60,81,95,520,193,90
1005,863,1,8631,Perrserker,Steel,,Brown,Battle Armor,Tough Claws,Steely Spilit,8,0,0,0.8,28.0,70,110,100,50,60,50,440,134,110
1006,864,1,8641,Cursola,Ghost,,White,Weak Armor,,Perish Body,8,0,0,1.0,0.4,60,95,50,145,130,30,510,110,145
1007,865,1,8651,Sirfetch'd,Fighting,,White,Steadfast,,Scrappy,8,0,0,0.8,117.0,62,135,95,68,82,65,507,164,135
1008,866,1,8661,Mr. Rime,Ice,Psychic,Purple,Tangled Feet,Screen Cleaner,Ice Body,8,0,0,1.5,58.2,80,85,75,110,100,70,520,169,110
1009,867,1,8671,Runerigus,Ground,Ghost,Grey,Wandering Spilit,,,8,0,0,1.6,66.6,58,95,145,50,105,30,483,196,95
1010,868,1,8681,Milcery,Fairy,,White,Sweet Veil,,Aroma Veil,8,0,0,0.2,0.3,45,40,40,50,61,34,270,85,50
1011,869,1,8691,Alcremie,Fairy,,Pink,Sweet Veil,,Aroma Veil,8,0,0,0.3,0.5,65,60,75,110,121,64,495,155,110
1012,870,1,8701,Falinks,Fighting,,Yellow,Battle Armor,,Defiant,8,0,0,3.0,62.0,65,100,100,70,60,75,470,130,100
1013,871,1,8711,Pincurchin,Electric,,Purple,Lightning Rod,,Electric Surge,8,0,0,0.3,1.0,48,101,95,91,85,15,435,154,101
1014,872,1,8721,Snom,Ice,Bug,White,Shield Dust,,Ice Scales,8,0,0,0.3,3.8,30,25,35,45,30,20,185,63,45
1015,873,1,8731,Frosmoth,Ice,Bug,White,Shield Dust,,Ice Scales,8,0,0,1.3,42.0,70,65,60,125,90,65,475,134,125
1016,874,1,8741,Stonjourner,Rock,,Grey,Power Spot,,,8,0,0,2.5,520.0,100,125,135,20,20,70,470,76,125
1017,875,1,8751,Eiscue,Ice,,Blue,Ice Face,,,8,0,0,1.4,89.0,75,80,110,65,90,50,470,191,80
1018,875,2,8752,Eiscue,Ice,,Blue,Ice Face,,,8,0,0,1.4,89.0,75,80,70,65,50,130,470,120,80
1019,876,1,8761,Indeedee M,Psychic,Normal,Purple,Inner Focus,Synchronize,Psychic Surge,8,0,0,0.9,28.0,60,65,55,105,95,95,475,118,105
1020,876,2,8762,Indeedee F,Psychic,Normal,Purple,Own Tempo,Synchronize,Psychic Surge,8,0,0,0.9,28.0,70,55,65,95,105,85,475,142,95
1021,877,1,8771,Morpeko,Electric,Dark,Yellow,Hunger Switch,,,8,0,0,0.3,3.0,58,95,58,70,58,97,436,121,95
1022,878,1,8781,Cufant,Steel,,Yellow,Sheer Force,,Heavy Metal,8,0,0,1.2,100.0,72,80,49,40,49,40,330,116,80
1023,879,1,8791,Copperajah,Steel,,Green,Sheer Force,,Heavy Metal,8,0,0,3.0,650.0,122,130,69,80,69,30,500,194,130
1024,880,1,8801,Dracozolt,Electric,Dragon,Green,Volt Absorb,Hustle,Sand Rush,8,0,0,1.8,190.0,90,100,90,80,70,75,505,168,100
1025,881,1,8811,Arctozolt,Electric,Ice,Blue,Volt Absorb,Static,Slush Rush,8,0,0,2.3,150.0,90,100,90,90,80,55,505,188,100
1026,882,1,8821,Dracovish,Water,Dragon,Green,Water Absorb,Strong Jaw,Sand Rush,8,0,0,2.3,215.0,90,90,100,70,80,75,505,188,90
1027,883,1,8831,Arctovish,Water,Ice,Blue,Water Absorb,Ice Body,Slush Rush,8,0,0,2.0,175.0,90,90,100,80,90,55,505,207,90
1028,884,1,8841,Duraludon,Steel,Dragon,White,Light Metal,Heavy Metal,Stalwart,8,0,0,1.8,40.0,70,95,115,120,50,85,535,116,120
1029,885,1,8851,Dreepy,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,0.5,2.0,28,60,30,40,30,82,270,62,60
1030,886,1,8861,Drakloak,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,1.4,11.0,68,80,50,60,50,102,410,115,80
1031,887,1,8871,Dragapult,Dragon,Ghost,Green,Clear Body,Infiltrator,Cursed Body,8,0,0,3.0,50.0,88,120,75,100,75,142,600,176,120
1032,888,1,8881,Zacian,Fairy,,Blue,Intrepid Sword,,,8,1,0,2.8,110.0,92,130,115,80,115,138,670,258,130
1033,888,2,8882,Zacian,Fairy,Steel,Blue,Intrepid Sword,,,8,1,0,2.8,355.0,92,170,115,80,115,148,720,258,170
1034,889,1,8891,Zamazanta,Fighting,,Red,Dauntless Shield,,,8,1,0,2.9,210.0,92,130,115,80,115,138,670,258,130
1035,889,2,8892,Zamazanta,Fighting,Steel,Red,Dauntless Shield,,,8,1,0,2.9,785.0,92,130,145,80,145,128,720,316,130
1036,890,1,8901,Eternatus,Poison,Dragon,Purple,Pressure,,,8,1,0,2.0,950.0,140,85,95,145,95,130,690,273,145
1037,891,1,8911,Kubfu,Fighting,,Grey,Inner Focus,,,8,1,0,0.6,12.0,60,90,60,53,50,72,385,110,90
1038,892,1,8921,Urshifu,Fighting,Dark,Grey,Unseen Fist,,,8,1,0,1.9,105.0,100,130,100,63,60,97,550,157,130
1039,892,2,8922,Urshifu,Fighting,Water,Grey,Unseen Fist,,,8,1,0,1.9,105.0,100,130,100,63,60,97,550,157,130
1040,893,1,8931,Zarude,Dark,Grass,Green,Leaf Guard,,,8,1,0,1.8,70.0,105,120,105,70,95,105,600,233,120
